round,device_id,train_loss,test_accuracy,f1_score,num_train_samples,wall_clock_time
1,0,0.006230211351066828,0.7727,0.8717775145258646,500,19.457772254943848
1,3,0.006488146260380745,0.7715,0.8710132655941292,500,22.967188119888306
1,4,0.006178202573210001,0.7631,0.8656343939651749,500,26.485220193862915
1,5,0.005804026965051889,0.7592,0.8631195998180992,500,30.01088571548462
1,13,0.006591725163161755,0.7609,0.8642171616786871,500,33.51307392120361
1,15,0.006030297372490168,0.759,0.8629903354178511,500,37.02946949005127
1,16,0.005966838914901018,0.7489,0.856424037966722,500,40.54729080200195
1,17,0.006132098380476236,0.7679,0.868714293794898,500,44.049614667892456
1,19,0.005979594308882952,0.7591,0.8630549712921379,500,47.56113147735596
1,21,0.006675066892057657,0.7569,0.8616312823723604,500,51.13645124435425
1,26,0.006098729558289051,0.7603,0.8638300289723343,500,54.6698317527771
1,27,0.00647476501762867,0.7684,0.8690341551685139,500,58.206470251083374
1,30,0.005658313166350126,0.7584,0.8626023657870792,500,61.76658344268799
1,31,0.006284467875957489,0.7563,0.8612423845584467,500,65.30623698234558
1,41,0.006345996633172035,0.7592,0.8631195998180992,500,68.82021522521973
1,46,0.00598264392465353,0.7635,0.8658916926566487,500,72.34731364250183
1,50,0.005691513419151306,0.7581,0.8624082816677094,500,75.83117818832397
1,53,0.00618724524974823,0.762,0.8649262202043133,500,79.46451449394226
1,56,0.005862826481461525,0.7571,0.8617608559558364,500,82.94790887832642
1,57,0.005960789974778891,0.7583,0.8625376784394017,500,86.4614794254303
1,20,0.006313834339380264,0.7676,0.8685222901108849,500,89.9588828086853
1,35,0.006475496105849743,0.7544,0.8600091199270405,500,93.48716521263123
1,58,0.00608858885243535,0.7558,0.8609181000113908,500,97.06483149528503
1,6,0.0059999520890414715,0.758,0.8623435722411832,500,100.62148118019104
1,11,0.0062958355993032455,0.7647,0.8666628888762964,500,104.17635297775269
1,37,0.006070524454116821,0.7684,0.8690341551685139,500,107.70130181312561
1,24,0.00629061833024025,0.7626,0.8653126063769431,500,111.24066805839539
1,33,0.005533157382160425,0.7621,0.8649906361727484,500,114.78344440460205
1,43,0.005631911568343639,0.7692,0.8695455573140402,500,118.2615098953247
1,48,0.006258741486817598,0.7734,0.8722228487650839,500,121.80242013931274
1,52,0.0059539698995649815,0.7553,0.8605936307183957,500,125.34361600875854
1,40,0.006440717726945877,0.7665,0.8678177186527031,500,128.88276648521423
1,42,0.006192503497004509,0.7614,0.8645395707959577,500,132.42790341377258
1,28,0.006476584356278181,0.7406,0.8509709295645179,500,135.9496669769287
1,9,0.005737174302339554,0.7622,0.8650550448303257,500,139.47817659378052
1,22,0.00566411018371582,0.7682,0.8689062323266599,500,143.01731419563293
1,14,0.006308247800916433,0.7662,0.8676254104857887,500,146.650887966156
1,10,0.005984521005302668,0.7639,0.8661488746527581,500,150.1566321849823
1,54,0.0062941983342170715,0.7662,0.8676254104857887,500,153.74941515922546
1,23,0.006108732428401709,0.7593,0.8631842209969873,500,157.33014297485352
1,25,0.00583061994984746,0.7529,0.8590336014604371,500,160.92124032974243
1,29,0.005996113643050194,0.7629,0.8655057008338533,500,164.49050664901733
1,8,0.006431514862924814,0.7567,0.8615016792850231,500,168.10079097747803
1,47,0.006305255927145481,0.7544,0.8600091199270405,500,171.75609517097473
1,55,0.0060695162974298,0.7716,0.8710769925491082,500,175.3407542705536
1,34,0.006489365827292204,0.7584,0.8626023657870792,500,178.90539264678955
1,44,0.0061010755598545074,0.761,0.8642816581487791,500,182.464604139328
1,38,0.006197558715939522,0.7658,0.8673688979499378,500,186.03026795387268
1,59,0.00646163197234273,0.748,0.8558352402745996,500,189.52647757530212
1,12,0.00598462438210845,0.7569,0.8616312823723604,500,193.03675413131714
1,45,0.006274873856455088,0.7638,0.8660845900895794,500,196.535973072052
1,39,0.006158900447189808,0.7617,0.8647329284214111,500,200.03221082687378
1,18,0.006342731416225433,0.7678,0.8686502998076706,500,203.5645694732666
1,1,0.006199948489665985,0.7714,0.8709495314440556,500,207.08531022071838
1,49,0.006246769335120916,0.769,0.8694177501413227,500,210.59082078933716
1,7,0.006405002903193235,0.7608,0.8641526578827805,500,214.25653719902039
1,51,0.00599614717066288,0.7513,0.8579912065322902,500,217.82677626609802
1,36,0.006063853390514851,0.7707,0.8705031908284859,500,221.39508032798767
1,2,0.006329216528683901,0.7611,0.8643461472943047,500,224.89750266075134
1,32,0.005713955964893103,0.7644,0.8664701881659488,500,228.38442039489746
2,1,0.0011980626732110977,0.8067,0.893009354070958,500,429.38436698913574
2,2,0.001633276348002255,0.8019,0.8900604917032022,500,432.86026334762573
2,3,0.0014203239697963,0.8045,0.8916597395400387,500,436.37137722969055
2,15,0.001530361594632268,0.8086,0.8941722879575362,500,439.8621096611023
2,18,0.0013541467487812042,0.8088,0.8942945599292348,500,443.3731298446655
2,20,0.0014600969152525067,0.8111,0.8956987466180774,500,446.87934255599976
2,22,0.0014925034483894706,0.8025,0.8904299583911235,500,450.3602874279022
2,23,0.0016502439975738525,0.8072,0.8933156263833555,500,453.8182213306427
2,25,0.001370615093037486,0.8053,0.8921508890489116,500,457.32222747802734
