round,device_id,train_loss,test_accuracy,f1_score,num_train_samples,wall_clock_time
1,0,0.001692367484793067,0.802,0.8901220865704773,1642,18.71223759651184
1,1,0.001363620045594871,0.8095,0.8947222989776181,1766,22.830179452896118
1,3,0.0017016819911077619,0.8058,0.8924576365045962,1556,27.03701615333557
1,4,0.0017988079925999045,0.8111,0.8956987466180774,1655,31.186413049697876
1,9,0.001649998826906085,0.8089,0.8943556857758859,1816,35.457874059677124
1,10,0.0015826924936845899,0.8094,0.8946612136619874,1860,39.816224813461304
1,11,0.0015882650623098016,0.8095,0.8947222989776181,1785,43.98559379577637
1,12,0.0017116442322731018,0.8064,0.8928255093002657,1532,48.062002182006836
1,15,0.0015271520242094994,0.8111,0.8956987466180774,1690,52.216973304748535
1,17,0.0015945142367854714,0.8134,0.8970993713466416,1776,56.4139564037323
1,19,0.0014960851985961199,0.8137,0.897281799636103,1809,60.64947152137756
1,20,0.002134155947715044,0.8031,0.8907991791913926,1404,64.58762264251709
1,21,0.001760179060511291,0.7969,0.8869720073459848,1479,68.61880350112915
1,22,0.0017681847093626857,0.8082,0.8939276628691517,1595,72.65558004379272
1,23,0.001745500834658742,0.8061,0.8926416034549582,1604,76.67512679100037
1,24,0.001421966589987278,0.8093,0.8946001215939867,1828,80.85676336288452
1,25,0.00176694814581424,0.8109,0.8955767850240212,1629,84.9302487373352
1,26,0.0016683024587109685,0.8084,0.8940499889404999,1664,89.06700277328491
1,27,0.0023817059118300676,0.7992,0.8883948421520677,1318,93.07384443283081
1,29,0.0019123746315017343,0.8059,0.8925189656127139,1456,97.06769108772278
1,5,0.001980670029297471,0.8106,0.8953937921131117,1473,101.02010798454285
1,18,0.0017811742145568132,0.8081,0.893866489685305,1739,105.13875985145569
1,13,0.0016829712549224496,0.8087,0.894233427323492,1772,109.23630595207214
1,7,0.0014304285869002342,0.8129,0.8967951900270285,1942,113.46110796928406
1,28,0.0017466460121795535,0.805,0.89196675900277,1799,117.71053457260132
1,14,0.0019363109022378922,0.8091,0.8944779171963961,1508,121.7328028678894
1,16,0.001607690122909844,0.8134,0.8970993713466416,1830,125.87142157554626
1,2,0.0015275150071829557,0.8096,0.8947833775419982,1874,130.04247093200684
1,8,0.001783724408596754,0.8072,0.8933156263833555,1545,134.08999276161194
1,6,0.001838570460677147,0.8093,0.8946001215939867,1654,138.11490988731384
2,0,0.0005946812452748418,0.811,0.8956377691882939,1642,241.2409691810608
2,1,0.0006117966258898377,0.8121,0.8963081507643066,1766,245.4057023525238
2,3,0.000580125255510211,0.815,0.8980716253443526,1556,249.53215265274048
2,6,0.0008432195172645152,0.816,0.8986784140969163,1654,253.70870184898376
2,7,0.0008471456822007895,0.8143,0.8976464752246045,1942,258.0382981300354
2,8,0.0008070764597505331,0.8144,0.8977072310405644,1545,262.1740927696228
2,10,0.0008425490814261138,0.8163,0.8988603204316468,1860,266.45276141166687
2,11,0.0007729370263405144,0.8131,0.8969168826871106,1785,270.6495852470398
2,12,0.0006505231722258031,0.8153,0.8982537321654822,1532,274.67259073257446
2,13,0.0007339579751715064,0.8142,0.8975857127108368,1772,278.8389108181
2,14,0.0009434109088033438,0.8126,0.8966126006841002,1508,282.8809268474579
2,15,0.0008729549590498209,0.8142,0.8975857127108368,1690,287.05414366722107
2,19,0.0006778137758374214,0.8158,0.8985571098138562,1809,291.280734539032
2,20,0.0008405783446505666,0.8081,0.893866489685305,1404,295.3545095920563
2,21,0.0006802292191423476,0.8066,0.8929480792649175,1479,299.4040575027466
2,23,0.0007132041500881314,0.8105,0.8953327809997238,1604,303.5096638202667
2,24,0.0007118876674212515,0.8111,0.8956987466180774,1828,307.73796010017395
2,26,0.0008105962770059705,0.8155,0.898375103277334,1664,311.9179570674896
2,27,0.000839162734337151,0.8119,0.8961863237485511,1318,315.8756206035614
2,29,0.0008804656681604683,0.816,0.8986784140969163,1456,319.9176273345947
2,4,0.0006679858779534698,0.812,0.8962472406181016,1655,324.0261118412018
2,2,0.0007700774003751576,0.8182,0.9000109998900011,1874,328.2652666568756
2,22,0.0008322136709466577,0.816,0.8986784140969163,1595,332.3607244491577
2,18,0.000953215581830591,0.815,0.8980716253443526,1739,336.56295943260193
2,9,0.0007707183249294758,0.8139,0.8974033849716082,1816,340.811053276062
2,25,0.0007509306888096035,0.816,0.8986784140969163,1629,344.89533376693726
2,28,0.0007545428816229105,0.814,0.8974641675854464,1799,349.11979818344116
2,17,0.0006158225587569177,0.8151,0.8981323343066497,1776,353.3091025352478
2,16,0.0008472358458675444,0.8133,0.8970385485027299,1830,357.6451852321625
2,5,0.0008798592025414109,0.8126,0.8966126006841002,1473,361.89411449432373
3,0,0.0005999733693897724,0.8128,0.8967343336275375,1642,464.19925141334534
3,1,0.0005361188086681068,0.8142,0.8975857127108368,1766,468.33171916007996
3,4,0.0005266621010378003,0.8174,0.8995267965225047,1655,472.3373348712921
3,5,0.0006827295292168856,0.8172,0.899405679066696,1473,476.498961687088
3,8,0.0006204401724971831,0.8174,0.8995267965225047,1545,480.54080390930176
3,9,0.0007311903173103929,0.8145,0.8977679801598236,1816,484.7532596588135
3,10,0.0006385312881320715,0.8151,0.8981323343066497,1860,488.9370012283325
3,12,0.0005150227807462215,0.8134,0.8970993713466416,1532,492.9231421947479
3,15,0.0006465314654633403,0.8124,0.8964908408739792,1690,497.0511040687561
3,17,0.0006110098329372704,0.818,0.8998899889988998,1776,501.1763951778412
3,18,0.0008845616248436272,0.812,0.8962472406181016,1739,505.2640595436096
3,20,0.000507775170262903,0.8111,0.8956987466180774,1404,509.1700050830841
3,21,0.0005741239292547107,0.8049,0.8919053687184886,1479,513.1135311126709
3,22,0.0008806198602542281,0.8129,0.8967951900270285,1595,517.1276888847351
3,24,0.0006232029409147799,0.815,0.8980716253443526,1828,521.2788650989532
3,25,0.0006063152104616165,0.8154,0.8983144210642283,1629,525.2894518375397
3,26,0.0006582449423149228,0.8131,0.8969168826871106,1664,529.3692708015442
