round,device_id,train_loss,num_train_samples
7,15,0.0035395268350839615,2055
7,27,0.003634899854660034,1178
7,0,0.0031499452888965607,1723
7,23,0.003296904731541872,1936
7,4,0.005258499179035425,942
7,20,0.003855727845802903,1040
7,10,0.0030982543248683214,1764
7,11,0.0049349525943398476,1038
7,6,0.002896600868552923,1632
7,3,0.003330714302137494,1517
7,22,0.006226260215044022,1359
7,8,0.003480662126094103,1922
7,21,0.003019449533894658,2179
7,17,0.0030249664559960365,2017
7,13,0.0033538436982780695,878
7,18,0.0023133668582886457,2010
7,12,0.003912224434316158,1284
7,19,0.0024781301617622375,2341
7,24,0.0026713169645518064,2085
7,14,0.004967206623405218,1240
7,26,0.0031156111508607864,1623
7,16,0.0030548046343028545,1719
7,28,0.002785308053717017,2599
7,9,0.004646546673029661,1377
7,7,0.0030614195857197046,1366
7,2,0.002547492040321231,1310
8,11,0.00448512751609087,1038
8,14,0.004089267924427986,1240
8,16,0.0028057454619556665,1719
8,28,0.002502557821571827,2599
8,6,0.002729032887145877,1632
8,21,0.0028669999446719885,2179
8,20,0.003258737036958337,1040
8,22,0.00518332002684474,1359
8,18,0.0024851455818861723,2010
8,19,0.0021931116934865713,2341
8,2,0.002552095800638199,1310
8,23,0.0029488049913197756,1936
8,13,0.002749633276835084,878
8,25,0.0023994522634893656,3076
8,0,0.003729370189830661,1723
8,24,0.0022444564383476973,2085
8,27,0.0036790347658097744,1178
8,12,0.0033347320277243853,1284
8,15,0.0034920217003673315,2055
8,10,0.0028461143374443054,1764
8,3,0.003027142258360982,1517
8,17,0.002739757765084505,2017
8,4,0.004513788502663374,942
8,8,0.0033857806120067835,1922
8,9,0.003985609859228134,1377
8,1,0.0029284527990967035,1081
8,29,0.003192000789567828,2276
8,7,0.0026419740170240402,1366
8,5,0.00353297614492476,1433
8,26,0.0030894975643604994,1623
9,24,0.0024590834509581327,2085
9,18,0.0022006279323250055,2010
9,17,0.0026296183932572603,2017
9,6,0.0025222187396138906,1632
9,11,0.004020639695227146,1038
9,9,0.00404770253226161,1377
9,10,0.0026136150117963552,1764
9,26,0.002678168937563896,1623
9,27,0.003320957999676466,1178
9,3,0.0031465855427086353,1517
9,19,0.0023300359025597572,2341
9,7,0.002465344499796629,1366
9,0,0.0034022596664726734,1723
9,4,0.005162103567272425,942
9,28,0.002480077324435115,2599
9,22,0.004844839219003916,1359
9,25,0.0022717027459293604,3076
9,1,0.003018686780706048,1081
9,23,0.0029727257788181305,1936
9,5,0.003227193607017398,1433
9,16,0.0027936738915741444,1719
9,14,0.0037307622842490673,1240
9,20,0.0047982302494347095,1040
9,2,0.0023525154683738947,1310
9,12,0.0032144631259143353,1284
9,15,0.0035425417590886354,2055
9,29,0.0036605368368327618,2276
9,21,0.0026724596973508596,2179
9,8,0.003180800238624215,1922
9,13,0.0025809428188949823,878
10,15,0.003284779842942953,2055
10,16,0.0026023786049336195,1719
10,11,0.0033062004949897528,1038
10,26,0.002601194428279996,1623
10,2,0.0023107354063540697,1310
10,7,0.0024092302192002535,1366
10,18,0.001909146667458117,2010
10,27,0.0031619835644960403,1178
10,13,0.002396446419879794,878
10,20,0.003337732283398509,1040
10,10,0.0024468633346259594,1764
10,28,0.002451087348163128,2599
10,6,0.0025818950962275267,1632
10,24,0.00252272910438478,2085
10,0,0.003350807586684823,1723
10,9,0.003904515877366066,1377
10,3,0.002871462143957615,1517
10,8,0.0032606173772364855,1922
10,12,0.003320014337077737,1284
10,25,0.0021192324347794056,3076
10,14,0.0038315264973789454,1240
10,19,0.002143420744687319,2341
10,29,0.003513153176754713,2276
10,4,0.005120397079735994,942
10,22,0.0050047896802425385,1359
10,17,0.0026781128253787756,2017
10,21,0.0025995259638875723,2179
10,5,0.0033792140893638134,1433
10,23,0.0028432055842131376,1936
10,1,0.0027362057007849216,1081
11,17,0.002538910834118724,2017
11,2,0.002252203179523349,1310
11,5,0.0034643912222236395,1433
11,22,0.004620164632797241,1359
11,15,0.003454869380220771,2055
11,18,0.0022007967345416546,2010
11,7,0.002393827075138688,1366
11,10,0.0023469727020710707,1764
11,24,0.002315836027264595,2085
11,27,0.002954664872959256,1178
11,16,0.0026126056909561157,1719
11,0,0.0030327693093568087,1723
11,26,0.0025538522750139236,1623
11,8,0.0030590640380978584,1922
11,3,0.0028376213740557432,1517
11,28,0.0023677588906139135,2599
11,12,0.0032878872007131577,1284
11,13,0.0021840445697307587,878
11,29,0.003304327605292201,2276
11,19,0.002003028988838196,2341
11,9,0.0036400496028363705,1377
11,6,0.0024325407575815916,1632
11,14,0.003659684443846345,1240
11,21,0.0026275580748915672,2179
11,1,0.002764178905636072,1081
11,23,0.0028613770846277475,1936
11,4,0.005077209323644638,942
11,25,0.002195002743974328,3076
11,20,0.002732822671532631,1040
11,11,0.004171616397798061,1038
12,21,0.00264226202853024,2179
12,27,0.0030505754984915257,1178
12,14,0.00370401912368834,1240
12,29,0.0031552817672491074,2276
12,12,0.002918369136750698,1284
12,9,0.0036584646441042423,1377
12,16,0.002586119109764695,1719
12,20,0.0034276999067515135,1040
12,28,0.0024381589610129595,2599
12,25,0.002171993488445878,3076
12,1,0.0026174671947956085,1081
12,4,0.004609858617186546,942
12,8,0.003260777797549963,1922
12,22,0.004626292269676924,1359
12,15,0.003593950066715479,2055
12,26,0.00257792416960001,1623
12,24,0.0022507680114358664,2085
12,7,0.0022380687296390533,1366
12,0,0.003914373926818371,1723
12,11,0.0036376274656504393,1038
12,18,0.0021179746836423874,2010
12,6,0.002521759830415249,1632
12,17,0.0024795113131403923,2017
12,2,0.0021680989302694798,1310
12,19,0.0020809711422771215,2341
12,10,0.0023786432575434446,1764
12,5,0.0032094400376081467,1433
12,13,0.0023072375915944576,878
12,23,0.0028936772141605616,1936
12,3,0.0028262510895729065,1517
13,11,0.0034519024193286896,1038
13,9,0.0036441991105675697,1377
13,2,0.00227858847938478,1310
13,13,0.002148288767784834,878
13,28,0.0022879091557115316,2599
13,20,0.004284832160919905,1040
13,25,0.0020460309460759163,3076
13,6,0.0023186402395367622,1632
13,0,0.0031526607926934958,1723
13,8,0.003189911600202322,1922
13,5,0.0035571851767599583,1433
13,16,0.0025721623096615076,1719
13,19,0.0019218174275010824,2341
13,7,0.0022682808339595795,1366
13,15,0.0032097329385578632,2055
13,17,0.002559064654633403,2017
13,22,0.004299383610486984,1359
13,12,0.002993728732690215,1284
13,29,0.0031986103858798742,2276
13,24,0.0023162616416811943,2085
13,14,0.003564895363524556,1240
13,23,0.002723551355302334,1936
13,27,0.002843534341081977,1178
13,21,0.002607130678370595,2179
13,4,0.0044452897273004055,942
13,18,0.002480722265318036,2010
13,3,0.002824519295245409,1517
13,26,0.002694987691938877,1623
13,10,0.002443971112370491,1764
13,1,0.002756998408585787,1081
14,29,0.003103890921920538,2276
14,23,0.0027580480091273785,1936
14,13,0.002269912278279662,878
14,7,0.0022060663904994726,1366
14,0,0.0032571936026215553,1723
14,20,0.0037941327318549156,1040
14,17,0.002361714607104659,2017
14,10,0.002447347855195403,1764
14,4,0.00420509884133935,942
14,26,0.002454445930197835,1623
14,21,0.0025255403015762568,2179
14,16,0.0024308436550199986,1719
14,28,0.0023713773116469383,2599
14,1,0.00260376650840044,1081
14,8,0.0029865652322769165,1922
14,3,0.002712877467274666,1517
14,24,0.0023682701867073774,2085
14,18,0.0020081917755305767,2010
14,15,0.0037315511144697666,2055
14,14,0.003553874557837844,1240
14,12,0.002978110685944557,1284
14,22,0.004519202280789614,1359
14,5,0.0033387031871825457,1433
14,25,0.0021850254852324724,3076
14,27,0.0032394048757851124,1178
14,6,0.002483729040250182,1632
14,2,0.0021698938217014074,1310
14,9,0.0034082173369824886,1377
14,19,0.0019915581215173006,2341
14,11,0.003559297416359186,1038
15,28,0.002226123819127679,2599
15,15,0.003670046105980873,2055
15,23,0.002767520025372505,1936
15,14,0.003241376718506217,1240
15,13,0.0021355655044317245,878
15,29,0.002584534464403987,2276
15,19,0.0019878146704286337,2341
15,0,0.0037802942097187042,1723
15,4,0.004456598311662674,942
15,11,0.0033993811812251806,1038
15,8,0.0030193354468792677,1922
15,26,0.0025016150902956724,1623
15,21,0.002518116496503353,2179
15,9,0.003401876427233219,1377
15,17,0.002525829942896962,2017
15,6,0.002372768009081483,1632
15,16,0.0025613035541027784,1719
15,22,0.003952267114073038,1359
15,18,0.0019506362732499838,2010
15,3,0.0030148099176585674,1517
15,5,0.0028796885162591934,1433
15,24,0.0021881326101720333,2085
15,10,0.00220213970169425,1764
15,7,0.0021946351043879986,1366
15,2,0.00219633593223989,1310
15,12,0.002712974324822426,1284
15,20,0.003049261635169387,1040
15,1,0.002780480310320854,1081
15,25,0.00210599135607481,3076
15,27,0.002894842065870762,1178
16,0,0.0028336052782833576,1723
16,10,0.002137909410521388,1764
16,23,0.0026593548245728016,1936
16,22,0.004730515647679567,1359
16,18,0.0026080107782036066,2010
16,20,0.002832237398251891,1040
16,24,0.0022575389593839645,2085
16,1,0.002550405217334628,1081
16,25,0.0020801876671612263,3076
16,6,0.0024090344086289406,1632
16,28,0.0022626614663749933,2599
16,2,0.0022059776820242405,1310
16,16,0.0024841316044330597,1719
16,4,0.0046236347407102585,942
16,3,0.002690935041755438,1517
16,15,0.0031656338833272457,2055
16,27,0.0029799691401422024,1178
16,8,0.0031357603147625923,1922
16,17,0.0023892419412732124,2017
16,13,0.002196742920204997,878
16,29,0.002551680663600564,2276
16,5,0.0028053426649421453,1433
16,14,0.00345604564063251,1240
16,26,0.0026319767348468304,1623
16,19,0.0021046793553978205,2341
16,12,0.002957412041723728,1284
16,7,0.0023358643520623446,1366
16,21,0.0026680692099034786,2179
16,11,0.0036730412393808365,1038
16,9,0.003666012082248926,1377
17,29,0.002719725016504526,2276
17,20,0.0031529474072158337,1040
17,14,0.003308370476588607,1240
17,0,0.0028372020460665226,1723
17,17,0.0023789461702108383,2017
17,1,0.0027087938506156206,1081
17,7,0.002164250472560525,1366
17,24,0.0021616851445287466,2085
17,19,0.001884119352325797,2341
17,15,0.003103627823293209,2055
17,25,0.002111280569806695,3076
17,4,0.004632964730262756,942
17,23,0.0027843809220939875,1936
17,22,0.004454348236322403,1359
17,12,0.00282683945260942,1284
17,21,0.002620130544528365,2179
17,13,0.002060102764517069,878
17,16,0.0024345817510038614,1719
17,28,0.002263367176055908,2599
17,8,0.003112618811428547,1922
17,10,0.002215055748820305,1764
17,27,0.0027958150021731853,1178
17,6,0.0023425493855029345,1632
17,18,0.002135894261300564,2010
17,2,0.002205406781286001,1310
17,3,0.0030212420970201492,1517
17,5,0.002975349547341466,1433
17,26,0.002478347159922123,1623
17,11,0.002986264880746603,1038
17,9,0.0033378400839865208,1377
