round,device_id,train_loss,test_accuracy,f1_score,num_train_samples,wall_clock_time
1,0,0.0022870933171361685,0.7986,0.8880240186811965,1666,17.847176551818848
1,1,0.0025092836003750563,0.7936,0.8849241748438893,1666,22.119117975234985
1,2,0.0020418392959982157,0.7946,0.8855455254652848,1666,26.381147146224976
1,4,0.002828384982421994,0.8004,0.8891357476116418,1666,30.6799418926239
1,7,0.0025428161025047302,0.7907,0.8831183336125538,1666,34.9872932434082
1,8,0.003052022773772478,0.8008,0.8893824966681475,1666,39.2885308265686
1,10,0.0042861751280725,0.7842,0.8790494339199642,1666,43.636165618896484
1,11,0.0026615411043167114,0.7946,0.8855455254652848,1666,47.90974569320679
1,12,0.0023185578174889088,0.7997,0.8887036728343612,1666,52.179600954055786
1,14,0.0029593154322355986,0.8001,0.8889506138547859,1666,56.51876449584961
1,16,0.0030964401084929705,0.8055,0.8922736084187206,1666,60.809640884399414
1,19,0.004279450047761202,0.8001,0.8889506138547859,1666,65.13845205307007
1,21,0.0026405705139040947,0.8012,0.8896291361314679,1666,69.40680193901062
1,22,0.0030419582035392523,0.801,0.889505830094392,1666,73.7000048160553
1,23,0.004092107526957989,0.8011,0.8895674865360058,1666,77.96507835388184
1,24,0.004161257762461901,0.8016,0.8898756660746003,1666,82.32839226722717
1,26,0.001641766750253737,0.8046,0.8917211570431121,1666,86.69212245941162
1,27,0.002165087265893817,0.7992,0.8883948421520677,1666,90.99842643737793
1,28,0.0028384507168084383,0.7952,0.8859180035650625,1666,95.40964841842651
1,29,0.0017694230191409588,0.8099,0.8949665727388254,1686,99.67053985595703
1,18,0.002075021853670478,0.8033,0.8909221981922031,1666,104.00076198577881
1,3,0.004487066529691219,0.8021,0.8901836746018534,1666,108.28689122200012
1,20,0.0053053065203130245,0.7927,0.8843643665978691,1666,112.58424043655396
1,25,0.003209754591807723,0.7996,0.8886419204267615,1666,116.92384314537048
1,13,0.0028625871054828167,0.7938,0.885048500390233,1666,121.24680066108704
1,15,0.00256035546772182,0.8056,0.8923349579087283,1666,125.5560073852539
1,17,0.0029808147810399532,0.8033,0.8909221981922031,1666,129.917977809906
1,6,0.003346947953104973,0.7936,0.8849241748438893,1666,134.28875946998596
1,5,0.002001317450776696,0.7966,0.8867861516197262,1666,138.56933307647705
1,9,0.002456111367791891,0.7961,0.8864762541061189,1666,142.94366145133972
2,0,0.004162859637290239,0.8069,0.8931318833361005,1666,248.4394919872284
2,2,0.002040924271568656,0.806,0.8925802879291251,1666,252.65490770339966
2,4,0.003329184139147401,0.811,0.8956377691882939,1666,256.9088451862335
2,7,0.005823525600135326,0.8098,0.8949055144214829,1666,261.1038746833801
2,8,0.002368290675804019,0.8033,0.8909221981922031,1666,265.37080335617065
2,9,0.002794276922941208,0.8095,0.8947222989776181,1666,269.5836350917816
2,10,0.002202726202085614,0.8044,0.8915983152294391,1666,273.8064694404602
2,11,0.0035653598606586456,0.8055,0.8922736084187206,1666,278.0252048969269
2,12,0.0065006050281226635,0.8071,0.8932543854794975,1666,282.2801718711853
2,13,0.002937447978183627,0.8081,0.893866489685305,1666,286.4738380908966
2,14,0.004160268232226372,0.8085,0.8941111418302461,1666,290.80465745925903
2,15,0.0029827861580997705,0.806,0.8925802879291251,1666,295.1113576889038
2,16,0.0009473746758885682,0.8081,0.893866489685305,1666,299.3815703392029
2,20,0.001995543949306011,0.8131,0.8969168826871106,1666,303.7404136657715
2,21,0.004668708890676498,0.8098,0.8949055144214829,1666,307.9655005931854
2,23,0.005865209270268679,0.8118,0.8961254001545425,1666,312.17634081840515
2,24,0.006461399141699076,0.8121,0.8963081507643066,1666,316.4047017097473
2,26,0.0009205092792399228,0.8018,0.8899988899988899,1666,320.6457567214966
2,27,0.002723581623286009,0.8057,0.892396300603644,1666,324.86712622642517
2,28,0.0039024511352181435,0.81,0.8950276243093923,1666,329.11252093315125
2,18,0.0032436191104352474,0.8061,0.8926416034549582,1666,333.3214547634125
2,17,0.0015090350061655045,0.8087,0.894233427323492,1666,337.53334951400757
2,6,0.004636408295482397,0.8112,0.8957597173144877,1666,341.7396755218506
2,3,0.00393252819776535,0.8062,0.8927029121913409,1666,345.9514789581299
2,19,0.0016677294624969363,0.8137,0.897281799636103,1666,350.1729121208191
2,22,0.006334167439490557,0.8088,0.8942945599292348,1666,354.3816783428192
2,1,0.0017670902889221907,0.81,0.8950276243093923,1666,358.60211086273193
2,29,0.0010302024893462658,0.8129,0.8967951900270285,1686,362.8386301994324
2,25,0.0017778839683160186,0.8099,0.8949665727388254,1666,367.0532908439636
