round,device_id,train_loss,num_train_samples
1,0,0.00310229673050344,2855
1,1,0.011446699500083923,456
1,2,0.015967806801199913,152
1,3,0.009341714903712273,467
1,4,0.0031788425985723734,2454
1,5,0.008774842135608196,579
1,6,0.014773355796933174,219
1,7,0.002608074340969324,2187
1,8,0.008239160291850567,240
1,9,0.0034663735423237085,2355
1,10,0.004380065482109785,1162
1,11,0.00775007763877511,1122
1,12,0.008690603077411652,819
1,13,0.002152384491637349,3518
1,14,0.0,82
1,15,0.002009550342336297,2530
1,16,0.006186032667756081,1580
1,17,0.0028655019123107195,2923
1,18,0.007376573514193296,977
1,19,0.0,34
1,20,0.0030903806909918785,1909
1,21,0.0070883361622691154,1359
1,22,0.0017423321260139346,4263
1,23,0.004080784972757101,927
1,24,0.0031285593286156654,3155
1,25,0.002908360678702593,3939
1,26,0.002593935001641512,3710
1,27,0.0037342433352023363,928
1,28,0.00607194472104311,1002
1,29,0.0041397069580852985,2097
2,18,0.013355404138565063,977
2,3,0.013876987621188164,467
2,2,0.014837374910712242,152
2,21,0.013258727267384529,1359
2,23,0.013570531271398067,927
2,24,0.005299509968608618,3155
2,17,0.005400530993938446,2923
2,20,0.008534461259841919,1909
2,19,0.0,34
2,9,0.00567072257399559,2355
2,6,0.010426085442304611,219
2,13,0.003099776804447174,3518
2,7,0.005339486990123987,2187
2,5,0.01454565767198801,579
2,29,0.008813770487904549,2097
2,12,0.014979731291532516,819
2,14,0.0,82
2,8,0.009499219246208668,240
2,10,0.008781557902693748,1162
2,15,0.00574021739885211,2530
2,16,0.011022980324923992,1580
2,27,0.01346675492823124,928
2,25,0.004144839011132717,3939
2,1,0.014330034144222736,456
2,26,0.0039025854784995317,3710
2,11,0.01350441388785839,1122
2,0,0.004442559089511633,2855
2,4,0.0074376692064106464,2454
2,22,0.0029513982590287924,4263
2,28,0.013150084763765335,1002
3,1,0.01414845883846283,456
3,20,0.006541326176375151,1909
3,25,0.004193093162029982,3939
3,2,0.014926389791071415,152
3,5,0.01311166025698185,579
3,26,0.003632986918091774,3710
3,17,0.004835070576518774,2923
3,21,0.01129234116524458,1359
3,13,0.0029113178607076406,3518
3,3,0.013347756117582321,467
3,11,0.011174148879945278,1122
3,27,0.009183620102703571,928
3,0,0.004033056553453207,2855
3,28,0.011841604486107826,1002
3,22,0.0029854532331228256,4263
3,9,0.0052143726497888565,2355
3,19,0.0,34
3,4,0.006081954576075077,2454
3,8,0.00944430846720934,240
3,15,0.004220242146402597,2530
3,23,0.0116262286901474,927
3,12,0.013072271831333637,819
3,10,0.010391641408205032,1162
3,24,0.005056142807006836,3155
3,16,0.010410859249532223,1580
3,14,0.0,82
3,7,0.00440542958676815,2187
3,29,0.00856171827763319,2097
3,6,0.009520091116428375,219
3,18,0.011489585973322392,977
4,17,0.0038257671985775232,2923
4,14,0.0,82
4,9,0.004395239986479282,2355
4,29,0.006893985439091921,2097
4,19,0.0,34
4,18,0.008368559181690216,977
4,13,0.0026557084638625383,3518
4,7,0.003134017577394843,2187
4,21,0.008908020332455635,1359
4,2,0.0155134042724967,152
4,4,0.005372822284698486,2454
4,25,0.0036207730881869793,3939
4,28,0.008120909333229065,1002
4,8,0.009673808701336384,240
4,26,0.0033272269647568464,3710
4,0,0.003671121085062623,2855
4,10,0.006703117396682501,1162
4,24,0.004150607623159885,3155
4,22,0.0027914352249354124,4263
4,27,0.005752286873757839,928
4,20,0.004522370174527168,1909
4,16,0.009078558534383774,1580
4,15,0.004603464622050524,2530
4,5,0.011195961385965347,579
4,12,0.011780424043536186,819
4,23,0.010664506815373898,927
4,6,0.008337636478245258,219
4,3,0.012026853859424591,467
4,11,0.008074440993368626,1122
4,1,0.012733357958495617,456
5,28,0.007759090978652239,1002
5,9,0.0036976835690438747,2355
5,21,0.00791787076741457,1359
5,19,0.0,34
5,18,0.0068521276116371155,977
5,27,0.003946277778595686,928
5,22,0.0027278121560811996,4263
5,29,0.006138465367257595,2097
5,26,0.0028460577595978975,3710
5,2,0.017092540860176086,152
5,7,0.002628736197948456,2187
5,16,0.008135930635035038,1580
5,23,0.0063917264342308044,927
5,0,0.003199782222509384,2855
5,17,0.0032477383501827717,2923
5,20,0.004196288995444775,1909
5,4,0.004742092918604612,2454
5,24,0.003429109463468194,3155
