round,device_id,train_loss,num_train_samples
1,0,0.005105787422508001,1882
1,1,0.007421073503792286,1167
1,2,0.011138546280562878,913
1,3,0.009926765225827694,753
1,4,0.006077866069972515,1363
1,5,0.005397150758653879,1483
1,6,0.007710713427513838,1681
1,7,0.0062311687506735325,1712
1,8,0.006483847741037607,1174
1,9,0.006169725675135851,1452
1,10,0.008014807477593422,1523
1,11,0.004297436680644751,1892
1,12,0.004883792717009783,2604
1,13,0.004523292649537325,2243
1,14,0.003426213748753071,2844
1,15,0.008570884354412556,877
1,16,0.004454705398529768,1983
1,17,0.0051988475024700165,2093
1,18,0.01280184742063284,686
1,19,0.00598222017288208,1805
1,20,0.006527839694172144,1458
1,21,0.002982288831844926,3432
1,22,0.003301232820376754,3060
1,23,0.004987207241356373,1891
1,24,0.008333352394402027,881
1,25,0.004782913718372583,2581
1,26,0.008757232688367367,972
1,27,0.01238508801907301,737
1,28,0.008056150749325752,1251
1,29,0.006053209770470858,1607
2,18,0.0158372912555933,686
2,3,0.013903356157243252,753
2,2,0.015855465084314346,913
2,21,0.006546984892338514,3432
2,23,0.010661146603524685,1891
2,24,0.013957143761217594,881
2,17,0.011440970934927464,2093
2,20,0.01422303356230259,1458
2,19,0.011297613382339478,1805
2,9,0.01202912162989378,1452
2,6,0.013823169283568859,1681
2,13,0.009471331723034382,2243
2,7,0.012351874262094498,1712
2,5,0.012767509557306767,1483
2,29,0.011488762684166431,1607
2,12,0.007234388962388039,2604
2,14,0.007235414814203978,2844
2,8,0.013301480561494827,1174
2,10,0.012155020609498024,1523
2,15,0.01407990138977766,877
2,16,0.010532899759709835,1983
2,27,0.014740764163434505,737
2,25,0.008472150191664696,2581
2,1,0.013422742486000061,1167
2,26,0.014619373716413975,972
2,11,0.011372924782335758,1892
2,0,0.010196056216955185,1882
2,4,0.013830785639584064,1363
2,22,0.007023418787866831,3060
2,28,0.012994620949029922,1251
3,1,0.01091265119612217,1167
3,20,0.010728256776928902,1458
3,25,0.006765230093151331,2581
3,2,0.01315578818321228,913
3,5,0.010097420774400234,1483
3,26,0.012268428690731525,972
3,17,0.009612103924155235,2093
3,21,0.005156336352229118,3432
3,13,0.008157375268638134,2243
3,3,0.011065526865422726,753
3,11,0.008894158527255058,1892
3,27,0.013192989863455296,737
3,0,0.00651400675997138,1882
3,28,0.011046985164284706,1251
3,22,0.006232636049389839,3060
3,9,0.01014262717217207,1452
3,19,0.00914367288351059,1805
3,4,0.012258737348020077,1363
3,8,0.010778273455798626,1174
3,15,0.011176738888025284,877
3,23,0.008665821515023708,1891
3,12,0.006395536940544844,2604
3,10,0.011928760446608067,1523
3,24,0.01137791108340025,881
3,16,0.00873473845422268,1983
3,14,0.005871904548257589,2844
3,7,0.01012588944286108,1712
3,29,0.008632048033177853,1607
3,6,0.011628075502812862,1681
3,18,0.014427469111979008,686
4,17,0.006776754278689623,2093
4,14,0.004543284885585308,2844
4,9,0.007175981067121029,1452
4,29,0.00558862229809165,1607
4,19,0.006551390513777733,1805
4,18,0.011159096844494343,686
4,13,0.0057852603495121,2243
4,7,0.006870369426906109,1712
4,21,0.00352856726385653,3432
4,2,0.009888876229524612,913
4,4,0.008573776111006737,1363
4,25,0.005045510362833738,2581
4,28,0.0073775011114776134,1251
4,8,0.007262341678142548,1174
4,26,0.009033259935677052,972
4,0,0.0047000134363770485,1882
4,10,0.010037848725914955,1523
4,24,0.008525400422513485,881
4,22,0.0046755108051002026,3060
4,27,0.010905723087489605,737
4,20,0.007292275782674551,1458
4,16,0.006464079022407532,1983
4,15,0.00897709559649229,877
4,5,0.007046679966151714,1483
4,12,0.005028897430747747,2604
4,23,0.0058886827901005745,1891
4,6,0.008829656057059765,1681
4,3,0.0064442032016813755,753
4,11,0.005913606844842434,1892
4,1,0.008491847664117813,1167
5,28,0.005991979036480188,1251
5,9,0.004445768427103758,1452
5,21,0.0030633911956101656,3432
5,19,0.005211524665355682,1805
5,18,0.008653877303004265,686
5,27,0.009482542984187603,737
5,22,0.0037838653661310673,3060
5,29,0.004029048606753349,1607
5,26,0.006860880646854639,972
5,2,0.007721024565398693,913
5,7,0.005372360348701477,1712
5,16,0.005145934876054525,1983
5,23,0.004216556437313557,1891
5,0,0.0033470294438302517,1882
5,17,0.004903106484562159,2093
5,20,0.005180601496249437,1458
5,4,0.00605945335701108,1363
5,24,0.006310713477432728,881
5,11,0.004494545981287956,1892
5,13,0.004293868318200111,2243
5,8,0.00483459560200572,1174
5,6,0.00735865905880928,1681
5,3,0.004335201345384121,753
5,25,0.004064111039042473,2581
5,15,0.005136852618306875,877
5,10,0.007840083912014961,1523
5,12,0.0044157481752336025,2604
5,14,0.0034005858469754457,2844
5,5,0.004379631951451302,1483
5,1,0.007575162686407566,1167
6,22,0.0031571106519550085,3060
6,21,0.0026468464639037848,3432
6,28,0.00523345498368144,1251
6,10,0.006497390102595091,1523
6,18,0.00719293300062418,686
6,23,0.0036557225976139307,1891
6,14,0.0031538004986941814,2844
6,5,0.003362058661878109,1483
6,16,0.0041590491309762,1983
6,27,0.008112994022667408,737
6,25,0.0034753030631691217,2581
6,19,0.004468936938792467,1805
6,0,0.002717152703553438,1882
6,12,0.003999634645879269,2604
6,6,0.0056467605754733086,1681
6,8,0.004523212090134621,1174
6,29,0.003418944077566266,1607
6,1,0.006914094556123018,1167
6,11,0.0033571687527000904,1892
6,3,0.0033733577001839876,753
6,15,0.004103397484868765,877
6,2,0.00648335088044405,913
