round,device_id,train_loss,num_train_samples,x_pos,y_pos,emd
1,0,0.01020167488604784,332.2780223823242,29.74607003168783,32.86980133788973,0.1065625
1,1,0.013380520045757294,246.15367199999997,91.01797976307071,44.21966562739326,0.06999999999999999
1,2,0.008471916429698467,346.4888744296875,99.36664167576703,28.55472852895042,0.0990625
1,3,0.00624874560162425,873.138792779297,27.07455683385622,94.94677951530959,0.0678125
1,4,0.006115628406405449,706.483536793396,8.94878218718916,81.14616004020459,0.09546874999999999
1,5,0.013299960643053055,244.65642278215424,56.3750522355227,67.17974129514892,0.07697916666666667
1,6,0.01301079336553812,295.8196131275319,51.752476445740584,51.034590637216326,0.06197916666666666
1,7,0.008127765730023384,584.6581329360353,45.54159589400474,19.200324827127595,0.0821875
1,8,0.006703842896968126,699.4507303343304,33.69404739186022,20.43340605123756,0.07795138888888889
1,9,0.00976636353880167,278.49401387500006,88.85529635546628,88.9602334540578,0.11624999999999999
1,10,0.010557049885392189,235.97739736923222,1.1638432339637506,1.4718975204166889,0.06765625
1,11,0.013422510586678982,103.47185681250001,53.109922323372075,69.31615558760559,0.10124999999999999
1,12,0.013793972320854664,285.51497153320304,42.69782354318457,43.93709222648383,0.09187500000000001
1,13,0.008313766680657864,414.7894940010862,79.94793746131405,19.45739691339016,0.10401041666666666
1,14,0.006334775593131781,695.9563111306062,18.79925773288744,42.11643246893176,0.08163194444444444
1,15,0.008458898402750492,431.11574999999993,71.08718656755197,59.64746715070979,0.07500000000000001
1,16,0.005440528970211744,734.060395155609,28.43508059186678,58.216508340667694,0.09671875
1,17,0.0054534487426280975,1025.209112619618,65.29197418972987,78.74573171783844,0.09301339285714284
1,18,0.013848906382918358,174.1214457603455,74.34358199673748,54.85561231635997,0.09390624999999998
1,19,0.012383795343339443,380.97480755896004,38.06754584442948,74.29669825087491,0.06734375
1,20,0.010907920077443123,303.46136635675805,66.2591178574317,45.53346804514005,0.08054687500000002
1,21,0.006204572040587664,662.4054612726745,78.50954792413374,22.5561821481325,0.10296875
1,22,0.007948403246700764,504.82453912579575,3.6472989098796087,24.206533588400937,0.08020833333333333
1,23,0.009259505197405815,484.88300902578743,7.640179278509961,25.651332428588475,0.08015624999999998
1,24,0.008221309632062912,514.0009236481933,52.36493820138366,25.625873929403756,0.10093749999999999
1,25,0.00945685338228941,619.0858496397852,33.82795632099343,17.349631643077185,0.06620535714285714
1,26,0.008658282458782196,415.47519419645187,59.724196320682836,63.90395746063597,0.09364583333333333
1,27,0.008614749647676945,553.1186260616058,36.82512413484713,50.993968931625346,0.08026785714285715
1,28,0.004918036051094532,1346.4139428901735,26.208910395532286,22.04125448557884,0.07477941176470587
1,29,0.00930921919643879,557.0967569912534,40.409305161214846,93.25216097072038,0.07714285714285715
1,30,0.017053775489330292,121.21473242202764,49.74734169863074,60.365702497669226,0.12828124999999996
1,31,0.01207263395190239,185.47927459811396,51.966490470074184,10.869854327997928,0.09421875
1,32,0.0068667116574943066,668.8406100584863,57.49920663055384,99.13429966164121,0.0795703125
1,33,0.008508281782269478,404.7349488947541,27.215937356004307,48.4997411811905,0.10307291666666665
1,34,0.007764115463942289,593.2534800806304,42.38323799711981,35.37502943530616,0.10003472222222223
1,35,0.0064005497843027115,728.342154062255,40.44344633362812,82.49567908016662,0.10235795454545454
1,36,0.010929124429821968,330.91337313061524,27.991660460086255,99.28784976613446,0.1221875
1,37,0.007564015686511993,535.1426700422448,22.955292098103303,90.14349735138826,0.08397321428571429
1,38,0.012097090482711792,399.30914073828137,52.303296338588524,66.54992789847165,0.11312499999999998
1,39,0.012653294019401073,227.62528590509257,18.979490237998874,55.762517444715506,0.09104166666666666
1,40,0.011762406677007675,349.9561568633739,32.710448663705904,9.182931925263784,0.11755208333333333
1,41,0.005596298258751631,989.606277015209,55.496257847365115,44.5168121041711,0.06992187500000001
1,42,0.008256512694060802,692.756969417572,8.916427026959548,33.09556180749033,0.10078125
1,43,0.009596744552254677,308.1089746093751,43.446376490117075,58.89015765823998,0.11874999999999998
1,44,0.005420161411166191,819.8436643374022,51.90021691444433,63.639820643173046,0.07078124999999999
1,45,0.00847117230296135,635.0932248167992,37.10007012828658,67.88816513231548,0.075390625
1,46,0.010582263581454754,173.5877469399414,22.495935289500334,82.09435598662327,0.11078125
1,47,0.0075301965698599815,581.2649123667318,56.264961180973714,28.105688979581974,0.09378906249999998
1,48,0.014063616283237934,160.27053415625,12.600083333029444,66.37080954392363,0.10374999999999998
1,49,0.01334195863455534,303.62195376530457,21.257180865570373,3.7774828397810847,0.081015625
1,50,0.010440781712532043,382.42416799020776,22.464418210117966,90.74978128824674,0.074609375
1,51,0.009935598820447922,283.77453704150395,65.80281011570212,84.65571050372304,0.08093750000000001
1,52,0.00952487625181675,534.9132026811523,36.84527849861714,52.712382457532684,0.0540625
1,53,0.010984068736433983,421.5586728449707,44.224319120684605,95.31209356174456,0.0834375
1,54,0.010640706866979599,682.6094699501991,87.58141328966329,67.51344528231013,0.06835937500000001
1,55,0.0088902423158288,403.89516000000003,2.229952112339742,96.89858295080894,0.095
