round,device_id,train_loss,test_accuracy,f1_score,num_train_samples,wall_clock_time
1,0,0.0013696013484150171,0.6877,0.8149552645612371,1882,19.83162212371826
1,2,0.004518646746873856,0.6305,0.7733823980374117,913,23.623417854309082
1,3,0.005365162156522274,0.625,0.7692307692307693,753,27.237903356552124
1,5,0.0018561074975878,0.6673,0.8004558267858214,1483,31.224143743515015
1,6,0.001966671086847782,0.7899,0.8826191407341193,1681,35.33529567718506
1,7,0.0019205021671950817,0.7094,0.82999882999883,1712,39.624125242233276
1,10,0.0030211268458515406,0.77,0.8700564971751412,1523,43.754533529281616
1,11,0.001429190975613892,0.6719,0.803756205514684,1892,48.10402226448059
1,12,0.0017977559473365545,0.5793,0.7336161590578105,2604,52.78496241569519
1,13,0.0013155286433175206,0.7637,0.8660202982366616,2243,57.243616580963135
1,14,0.0011367619736120105,0.6507,0.78839280305325,2844,61.978522300720215
1,15,0.004381899256259203,0.5698,0.7259523506179132,877,65.6877772808075
1,16,0.0014243406476452947,0.6375,0.7786259541984732,1983,69.9468126296997
1,18,0.007137964013963938,0.5422,0.7031513422383608,686,73.59294247627258
1,20,0.0019295566016808152,0.7802,0.8765307268846197,1458,77.59263896942139
1,21,0.000919465150218457,0.7209,0.8378174211168575,3432,82.61977696418762
1,23,0.002039938932284713,0.6936,0.8190836088804913,1891,86.85788583755493
1,24,0.00367718655616045,0.6882,0.8153062433360976,881,90.51596331596375
1,25,0.001533667673356831,0.7146,0.833547183016447,2581,95.21689248085022
1,27,0.007043567020446062,0.455,0.6254295532646048,737,98.75470781326294
1,1,0.0037109709810465574,0.4284,0.5998319798375805,1167,102.5916223526001
1,17,0.001985401613637805,0.794,0.8851727982162765,2093,106.93040609359741
1,19,0.001704241381958127,0.7431,0.8526188973667603,1805,111.1156575679779
1,8,0.0027255879249423742,0.5635,0.7208186760473297,1174,114.93770551681519
1,4,0.002323615364730358,0.5753,0.7304005586237543,1363,118.82776737213135
1,29,0.0013738136040046811,0.6632,0.7974987974987975,1607,122.92985343933105
1,26,0.004616526886820793,0.5282,0.6912707760764298,972,126.64167737960815
1,9,0.0016731115756556392,0.6156,0.7620698192621936,1452,130.60249400138855
1,28,0.0029155011288821697,0.4599,0.6300431536406603,1251,134.47107338905334
1,22,0.0010616483632475138,0.7363,0.8481253239647526,3060,139.24419713020325
2,0,0.0008238821174018085,0.7114,0.8313661329905341,1882,244.61593198776245
2,2,0.0021757842041552067,0.6723,0.8040423369012738,913,248.47321033477783
2,3,0.0011887532891705632,0.6957,0.8205460871616441,753,252.13367295265198
2,6,0.001042247749865055,0.7987,0.8880858397731695,1681,256.2535445690155
2,7,0.0011215583654120564,0.7166,0.834906209949901,1712,260.44835090637207
2,8,0.0024689200799912214,0.4929,0.6603255408935628,1174,264.3819797039032
2,10,0.001465192879550159,0.7741,0.872667831576574,1523,268.400288105011
2,11,0.0008837163913995028,0.6997,0.8233217626639995,1892,272.6162440776825
2,13,0.0010642706183716655,0.7638,0.8660845900895794,2243,277.06646180152893
2,15,0.002095612697303295,0.5869,0.7396811393282501,877,280.8384852409363
2,16,0.0011946490267291665,0.6836,0.8120693751484913,1983,285.17001485824585
2,19,0.0011683263583108783,0.7656,0.8672405980969641,1805,289.3816440105438
2,20,0.0009312742622569203,0.8023,0.8903068301614604,1458,293.4482707977295
2,21,0.0008537599933333695,0.7233,0.8394359658794174,3432,298.70800280570984
2,22,0.0008586648618802428,0.7504,0.8574040219378427,3060,303.6615858078003
2,24,0.001575854024849832,0.6904,0.816848083293895,881,307.35514855384827
2,25,0.001103898393921554,0.7285,0.8429273936939544,2581,311.99521803855896
2,27,0.00300796190276742,0.4816,0.6501079913606911,737,315.750004529953
2,28,0.0021145411301404238,0.4806,0.6491962717817102,1251,319.63391757011414
2,29,0.0008300776826217771,0.6692,0.8018212317277738,1607,323.7989957332611
2,5,0.000768414989579469,0.7281,0.8426595683120189,1483,327.91405606269836
2,9,0.0008555979002267122,0.6309,0.7736832423815072,1452,332.28228282928467
2,23,0.001288785832002759,0.7529,0.8590336014604371,1891,336.67421197891235
2,17,0.0011293538846075535,0.8036,0.8911066755378133,2093,341.08722615242004
2,12,0.0018532142275944352,0.5929,0.7444284010295686,2604,345.7294850349426
2,14,0.0008697853190824389,0.6597,0.7949629451105621,2844,350.571537733078
2,4,0.001050887396559112,0.6165,0.7627590473244664,1363,354.5356340408325
2,18,0.0019836178980767727,0.5824,0.7360970677451972,686,358.18412470817566
2,26,0.002104593440890312,0.5381,0.6996944281906248,972,361.94136571884155
2,1,0.003518558107316494,0.4106,0.5821636183184461,1167,365.95352053642273
3,1,0.0032948688603937626,0.3743,0.5447136724150476,1167,469.0730574131012
3,2,0.0019512086873874068,0.663,0.7973541791942274,913,472.7692880630493
3,4,0.0009201538632623851,0.594,0.7452948557089084,1363,476.6740071773529
