round,device_id,train_loss,num_train_samples,x_pos,y_pos,emd
1,0,0.007570457644760609,682,29.74607003168783,32.86980133788973,0.1065625
1,1,0.010396716184914112,387,91.01797976307071,44.21966562739326,0.06999999999999999
1,2,0.006086170207709074,672,99.36664167576703,28.55472852895042,0.0990625
1,3,0.003910823259502649,1352,27.07455683385622,94.94677951530959,0.0678125
1,4,0.0036455602385103703,1334,8.94878218718916,81.14616004020459,0.09546874999999999
1,5,0.01139264740049839,404,56.3750522355227,67.17974129514892,0.07697916666666667
1,6,0.009318086318671703,440,51.752476445740584,51.034590637216326,0.06197916666666666
1,7,0.005784960463643074,1002,45.54159589400474,19.200324827127595,0.0821875
1,8,0.00420457124710083,1163,33.69404739186022,20.43340605123756,0.07795138888888889
1,9,0.007798219099640846,616,88.85529635546628,88.9602334540578,0.11624999999999999
1,10,0.008771944791078568,365,1.1638432339637506,1.4718975204166889,0.06765625
1,11,0.010764890350401402,204,53.109922323372075,69.31615558760559,0.10124999999999999
1,12,0.011149981990456581,525,42.69782354318457,43.93709222648383,0.09187500000000001
1,13,0.005406345706433058,835,79.94793746131405,19.45739691339016,0.10401041666666666
1,14,0.004386434331536293,1188,18.79925773288744,42.11643246893176,0.08163194444444444
1,15,0.005778860300779343,702,71.08718656755197,59.64746715070979,0.07500000000000001
1,16,0.0028198298532515764,1399,28.43508059186678,58.216508340667694,0.09671875
1,17,0.003541612299159169,1901,65.29197418972987,78.74573171783844,0.09301339285714284
1,18,0.011455061845481396,325,74.34358199673748,54.85561231635997,0.09390624999999998
1,19,0.009849205613136292,588,38.06754584442948,74.29669825087491,0.06734375
1,20,0.007886383682489395,514,66.2591178574317,45.53346804514005,0.08054687500000002
1,21,0.004082358907908201,1323,78.50954792413374,22.5561821481325,0.10296875
1,22,0.005746114533394575,853,3.6472989098796087,24.206533588400937,0.08020833333333333
1,23,0.006923956330865622,819,7.640179278509961,25.651332428588475,0.08015624999999998
1,24,0.006026871502399445,1011,52.36493820138366,25.625873929403756,0.10093749999999999
1,25,0.006970618385821581,948,33.82795632099343,17.349631643077185,0.06620535714285714
1,26,0.006154933478683233,774,59.724196320682836,63.90395746063597,0.09364583333333333
1,27,0.005800963379442692,935,36.82512413484713,50.993968931625346,0.08026785714285715
1,28,0.0035219404380768538,2189,26.208910395532286,22.04125448557884,0.07477941176470587
1,29,0.005864883307367563,921,40.409305161214846,93.25216097072038,0.07714285714285715
1,30,0.01392415538430214,295,49.74734169863074,60.365702497669226,0.12828124999999996
1,31,0.010003706440329552,347,51.966490470074184,10.869854327997928,0.09421875
1,32,0.0043333484791219234,1125,57.49920663055384,99.13429966164121,0.0795703125
1,33,0.005971014965325594,809,27.215937356004307,48.4997411811905,0.10307291666666665
1,34,0.005304881837219,1159,42.38323799711981,35.37502943530616,0.10003472222222223
1,35,0.0036190457176417112,1448,40.44344633362812,82.49567908016662,0.10235795454545454
1,36,0.008306153118610382,767,27.991660460086255,99.28784976613446,0.1221875
1,37,0.0048751020804047585,929,22.955292098103303,90.14349735138826,0.08397321428571429
1,38,0.008722173050045967,862,52.303296338588524,66.54992789847165,0.11312499999999998
1,39,0.01052027102559805,416,18.979490237998874,55.762517444715506,0.09104166666666666
1,40,0.009484367445111275,782,32.710448663705904,9.182931925263784,0.11755208333333333
1,41,0.003251371206715703,1555,55.496257847365115,44.5168121041711,0.06992187500000001
1,42,0.005543357692658901,1361,8.916427026959548,33.09556180749033,0.10078125
1,43,0.006590762175619602,695,43.446376490117075,58.89015765823998,0.11874999999999998
1,44,0.0032508266158401966,1296,51.90021691444433,63.639820643173046,0.07078124999999999
1,45,0.004919404163956642,1037,37.10007012828658,67.88816513231548,0.075390625
1,46,0.008985055610537529,368,22.495935289500334,82.09435598662327,0.11078125
1,47,0.0045750318095088005,1084,56.264961180973714,28.105688979581974,0.09378906249999998
1,48,0.012365597300231457,322,12.600083333029444,66.37080954392363,0.10374999999999998
1,49,0.009439907968044281,516,21.257180865570373,3.7774828397810847,0.081015625
1,50,0.007820566184818745,621,22.464418210117966,90.74978128824674,0.074609375
1,51,0.00812464114278555,482,65.80281011570212,84.65571050372304,0.08093750000000001
1,52,0.0070669325068593025,754,36.84527849861714,52.712382457532684,0.0540625
1,53,0.008090646006166935,729,44.224319120684605,95.31209356174456,0.0834375
1,54,0.007386800367385149,1061,87.58141328966329,67.51344528231013,0.06835937500000001
1,55,0.005599122494459152,760,2.229952112339742,96.89858295080894,0.095
1,56,0.009066234342753887,344,46.71181180180484,85.22719694133953,0.07546875
1,57,0.008961617015302181,502,89.59179598335788,41.88893116905254,0.10593750000000002
1,58,0.0064668674021959305,693,56.80337777655688,18.107602435444498,0.0975
1,59,0.009061768651008606,510,87.0147041285538,33.73044056294367,0.09656249999999998
2,48,0.013924124650657177,322,13.481362068116976,66.84340640286634,0.10374999999999998
2,31,0.01247855369001627,347,51.97811914355923,9.869921943307354,0.09421875
