round,device_id,train_loss,test_accuracy,f1_score,num_train_samples,wall_clock_time
1,3,0.005604086443781853,0,0,500,18.32118511199951
1,4,0.006024075672030449,0,0,500,19.54031276702881
1,14,0.00581893976777792,0,0,500,20.726888418197632
1,20,0.006204620935022831,0,0,500,21.894367218017578
1,23,0.005955572240054607,0,0,500,23.055734395980835
1,27,0.005736589431762695,0,0,500,24.228488445281982
1,33,0.006054113153368235,0,0,500,25.414265155792236
1,47,0.006287767086178064,0,0,500,26.57571816444397
1,57,0.005517363082617521,0,0,500,27.749648094177246
1,60,0.0061692362651228905,0,0,500,28.926856756210327
1,62,0.006417334079742432,0,0,500,30.091035842895508
1,70,0.006221661809831858,0,0,500,31.287605047225952
1,76,0.006133690942078829,0,0,500,32.52908420562744
1,82,0.006053813733160496,0,0,500,33.74858093261719
1,85,0.0062941499054431915,0,0,500,35.048919916152954
1,87,0.006101962178945541,0,0,500,36.341062784194946
1,88,0.00592497643083334,0,0,500,37.610132694244385
1,95,0.005860588513314724,0,0,500,38.992984771728516
1,98,0.006666983012109995,0,0,500,40.20581912994385
1,99,0.005882359575480223,0,0,500,41.38914203643799
1,65,0.00633662985637784,0,0,500,42.548603534698486
1,13,0.0061699384823441505,0,0,500,43.704753160476685
1,29,0.005846832413226366,0,0,500,44.89044165611267
1,84,0.006030725315213203,0,0,500,46.0691614151001
1,37,0.006265092175453901,0,0,500,47.24144434928894
1,63,0.0061003463342785835,0,0,500,48.40847420692444
1,61,0.0060718185268342495,0,0,500,49.560468673706055
1,83,0.006108549423515797,0,0,500,50.81875228881836
1,19,0.006298081483691931,0,0,500,51.98550319671631
1,54,0.006136114243417978,0,0,500,53.17248582839966
1,48,0.0062359352596104145,0,0,500,54.36384916305542
1,45,0.006100407801568508,0,0,500,55.57202172279358
1,16,0.006319892592728138,0,0,500,56.801032304763794
1,12,0.006032971665263176,0,0,500,58.005457401275635
1,1,0.005896892864257097,0,0,500,59.19152641296387
1,66,0.006021575536578894,0,0,500,60.39332461357117
1,26,0.006298841908574104,0,0,500,61.71176743507385
1,59,0.006531835533678532,0,0,500,62.90278601646423
1,8,0.006152789108455181,0,0,500,64.11756229400635
1,0,0.005852906499058008,0,0,500,65.3540952205658
1,35,0.006587487645447254,0,0,500,66.56892776489258
1,75,0.006120067089796066,0,0,500,67.80409932136536
1,2,0.006111090071499348,0,0,500,68.99640417098999
1,73,0.0060329679399728775,0,0,500,70.20553350448608
1,32,0.005910311825573444,0,0,500,71.48819017410278
1,44,0.00584171200171113,0,0,500,72.65244054794312
